Orthogroup,Species,Classification,Count,ogCat
N0.HOG0000049,Aduranensis,gbM,9,Core: Other
N0.HOG0000049,Crubella,gbM,11,Core: Other
N0.HOG0000049,Zmays,Unclassified,11,Core: Other
N0.HOG0000049,Phallii,gbM,9,Core: Other
N0.HOG0000049,Cmelo,gbM,10,Core: Other
N0.HOG0000049,Fxananassa,gbM,28,Core: Other
N0.HOG0000049,Csativus,gbM,9,Core: Other
N0.HOG0000049,Bvulgaris,gbM,8,Core: Other
N0.HOG0000049,Ljaponicus,gbM,16,Core: Other
N0.HOG0000049,Fvesca,Unclassified,5,Core: Other
N0.HOG0000049,Cpapaya,Unclassified,7,Core: Other
N0.HOG0000049,Ppersica,Unclassified,12,Core: Other
N0.HOG0000049,Athaliana,Unclassified,11,Core: Other
N0.HOG0000049,Fxananassa,Unclassified,18,Core: Other
N0.HOG0000049,Alyrata,gbM,15,Core: Other
N0.HOG0000049,Gmax,Unclassified,8,Core: Other
N0.HOG0000049,Fvesca,gbM,14,Core: Other
N0.HOG0000049,Vvinifera,gbM,18,Core: Other
N0.HOG0000049,Graimondii,gbM,9,Core: Other
N0.HOG0000049,Clanatus,gbM,9,Core: Other
N0.HOG0000049,Mdomestica,Unclassified,14,Core: Other
N0.HOG0000049,Bvulgaris,Unclassified,9,Core: Other
N0.HOG0000049,Macuminata,gbM,10,Core: Other
N0.HOG0000085,Bvulgaris,gbM,6,Core: Other
N0.HOG0000085,Clanatus,Unclassified,9,Core: Other
N0.HOG0000085,Fxananassa,gbM,17,Core: Other
N0.HOG0000085,Phallii,gbM,10,Core: Other
N0.HOG0000085,Sitalica,gbM,11,Core: Other
N0.HOG0000087,Clanatus,Unclassified,12,Core: Other
N0.HOG0000087,Cpapaya,Unclassified,11,Core: Other
N0.HOG0000087,Vvinifera,Unclassified,7,Core: Other
N0.HOG0000162,Ppersica,Unmethylated,40,Core: Other
N0.HOG0000162,Ljaponicus,Unclassified,24,Core: Other
N0.HOG0000162,Fvesca,Unclassified,11,Core: Other
N0.HOG0000162,Mtruncatula,Unclassified,49,Core: Other
N0.HOG0000162,Bvulgaris,Unmethylated,13,Core: Other
N0.HOG0000162,Fxananassa,Unmethylated,129,Core: Other
N0.HOG0000162,Aduranensis,Unmethylated,47,Core: Other
N0.HOG0000162,Mtruncatula,Unmethylated,40,Core: Other
N0.HOG0000162,Bvulgaris,gbM,7,Core: Other
N0.HOG0000162,Aipaensis,Unmethylated,57,Core: Other
N0.HOG0000162,Csativus,Unmethylated,17,Core: Other
N0.HOG0000162,Graimondii,Unclassified,9,Core: Other
N0.HOG0000162,Ljaponicus,gbM,24,Core: Other
N0.HOG0000162,Mtruncatula,gbM,46,Core: Other
N0.HOG0000162,Fvesca,Unmethylated,51,Core: Other
N0.HOG0000162,Mguttatus,gbM,64,Core: Other
N0.HOG0000162,Ljaponicus,teM,44,Core: Other
N0.HOG0000162,Ljaponicus,Unmethylated,38,Core: Other
N0.HOG0000162,Mdomestica,Unmethylated,26,Core: Other
N0.HOG0000162,Graimondii,Unmethylated,38,Core: Other
N0.HOG0000162,Fxananassa,Unclassified,13,Core: Other
N0.HOG0000162,Mtruncatula,teM,119,Core: Other
N0.HOG0000162,Mtruncatula,Missing,88,Core: Other
N0.HOG0000162,Cclementina,Unmethylated,43,Core: Other
N0.HOG0000162,Clanatus,Unmethylated,10,Core: Other
N0.HOG0000162,Pxbretschneideri,Unmethylated,15,Core: Other
N0.HOG0000162,Bvulgaris,Unclassified,24,Core: Other
N0.HOG0000194,Fvesca,Unclassified,5,Cross-Family
N0.HOG0000209,Mdomestica,Unclassified,14,Cross-Family
N0.HOG0000211,Mdomestica,gbM,13,Core: Other
N0.HOG0000211,Cclementina,gbM,11,Core: Other
N0.HOG0000211,Mdomestica,Unmethylated,40,Core: Other
N0.HOG0000211,Aduranensis,gbM,21,Core: Other
N0.HOG0000211,Mesculenta,Unmethylated,59,Core: Other
N0.HOG0000211,Ppersica,Unmethylated,31,Core: Other
N0.HOG0000211,Pxbretschneideri,Unmethylated,16,Core: Other
N0.HOG0000211,Eguineensis,Unmethylated,16,Core: Other
N0.HOG0000211,Aduranensis,Unclassified,12,Core: Other
N0.HOG0000211,Pvulgaris,Unclassified,6,Core: Other
N0.HOG0000211,Aipaensis,Unclassified,19,Core: Other
N0.HOG0000211,Mdomestica,Missing,10,Core: Other
N0.HOG0000211,Aipaensis,Missing,5,Core: Other
N0.HOG0000211,Graimondii,Unclassified,13,Core: Other
N0.HOG0000211,Vvinifera,Unclassified,20,Core: Other
N0.HOG0000211,Pxbretschneideri,teM,18,Core: Other
N0.HOG0000211,Ljaponicus,gbM,14,Core: Other
N0.HOG0000211,Aduranensis,Unmethylated,37,Core: Other
N0.HOG0000211,Stuberosum,gbM,28,Core: Other
N0.HOG0000211,Mguttatus,teM,26,Core: Other
N0.HOG0000211,Ptrichocarpa,Unmethylated,88,Core: Other
N0.HOG0000211,Ppersica,teM,26,Core: Other
N0.HOG0000211,Tcacao,Unclassified,13,Core: Other
N0.HOG0000211,Fxananassa,Unmethylated,86,Core: Other
N0.HOG0000211,Aipaensis,Unmethylated,63,Core: Other
N0.HOG0000211,Tcacao,Unmethylated,55,Core: Other
N0.HOG0000211,Stuberosum,Unclassified,12,Core: Other
N0.HOG0000211,Mdomestica,teM,69,Core: Other
N0.HOG0000211,Pxbretschneideri,gbM,10,Core: Other
N0.HOG0000211,Aipaensis,gbM,35,Core: Other
N0.HOG0000211,Vvinifera,Missing,25,Core: Other
N0.HOG0000211,Vvinifera,gbM,20,Core: Other
N0.HOG0000211,Vvinifera,Unmethylated,54,Core: Other
N0.HOG0000211,Vvinifera,teM,30,Core: Other
N0.HOG0000211,Pxbretschneideri,Unclassified,37,Core: Other
N0.HOG0000211,Tcacao,gbM,9,Core: Other
N0.HOG0000211,Mdomestica,Unclassified,37,Core: Other
N0.HOG0000211,Gmax,Missing,16,Core: Other
N0.HOG0000211,Mesculenta,gbM,7,Core: Other
N0.HOG0000211,Graimondii,Unmethylated,45,Core: Other
N0.HOG0000212,Pvulgaris,teM,30,Cross-Family
N0.HOG0000213,Pxbretschneideri,Unclassified,12,Core: Other
N0.HOG0000213,Ptrichocarpa,Unmethylated,82,Core: Other
N0.HOG0000213,Phallii,gbM,9,Core: Other
N0.HOG0000213,Pvulgaris,Unmethylated,38,Core: Other
N0.HOG0000213,Osativa,gbM,18,Core: Other
N0.HOG0000213,Pvulgaris,teM,78,Core: Other
N0.HOG0000213,Eguineensis,Unmethylated,31,Core: Other
N0.HOG0000213,Csativus,gbM,6,Core: Other
N0.HOG0000213,Bvulgaris,Unclassified,13,Core: Other
N0.HOG0000213,Bvulgaris,gbM,5,Core: Other
N0.HOG0000216,Aduranensis,gbM,10,Cross-Family
N0.HOG0000216,Mesculenta,gbM,7,Cross-Family
N0.HOG0000216,Pxbretschneideri,Missing,18,Cross-Family
N0.HOG0000223,Alyrata,Unclassified,12,Cross-Family
N0.HOG0000223,Brapa,Unmethylated,54,Cross-Family
N0.HOG0000223,Boleracea,Unclassified,32,Cross-Family
N0.HOG0000223,Pvulgaris,Unmethylated,32,Cross-Family
N0.HOG0000223,Boleracea,gbM,9,Cross-Family
N0.HOG0000223,Alyrata,gbM,12,Cross-Family
N0.HOG0000223,Athaliana,gbM,6,Cross-Family
N0.HOG0000226,Pxbretschneideri,Unclassified,13,Cross-Family
N0.HOG0000226,Ppersica,gbM,10,Cross-Family
N0.HOG0000226,Csativus,Unclassified,5,Cross-Family
N0.HOG0000226,Pxbretschneideri,gbM,6,Cross-Family
N0.HOG0000226,Ppersica,Unclassified,14,Cross-Family
N0.HOG0000226,Vvinifera,Unclassified,7,Cross-Family
N0.HOG0000226,Mdomestica,Unclassified,19,Cross-Family
N0.HOG0000226,Egrandis,teM,31,Cross-Family
N0.HOG0000227,Aipaensis,gbM,8,Cross-Family
N0.HOG0000228,Aduranensis,Unclassified,7,Cross-Family
N0.HOG0000228,Aipaensis,gbM,7,Cross-Family
N0.HOG0000228,Clanatus,gbM,5,Cross-Family
N0.HOG0000228,Ppersica,gbM,10,Cross-Family
N0.HOG0000244,Mdomestica,Unclassified,15,Cross-Family
N0.HOG0000274,Macuminata,Unmethylated,27,Core: Other
N0.HOG0000339,Sbicolor,gbM,11,Cross-Family
N0.HOG0000341,Pxbretschneideri,teM,22,Core: Other
N0.HOG0000341,Pxbretschneideri,Unclassified,16,Core: Other
N0.HOG0000341,Pvirgatum,gbM,12,Core: Other
N0.HOG0000341,Mdomestica,teM,80,Core: Other
N0.HOG0000341,Graimondii,Unclassified,18,Core: Other
N0.HOG0000341,Mesculenta,Unmethylated,49,Core: Other
N0.HOG0000341,Mguttatus,teM,29,Core: Other
N0.HOG0000342,Osativa,gbM,17,Core: Other
N0.HOG0000342,Pvirgatum,Unmethylated,61,Core: Other
N0.HOG0000342,Phallii,Unmethylated,28,Core: Other
N0.HOG0000347,Mesculenta,Unmethylated,42,Core: Other
N0.HOG0000347,Fxananassa,Unmethylated,101,Core: Other
N0.HOG0000347,Aduranensis,Unclassified,11,Core: Other
N0.HOG0000347,Egrandis,gbM,11,Core: Other
N0.HOG0000347,Cmelo,Unclassified,11,Core: Other
N0.HOG0000347,Ljaponicus,gbM,17,Core: Other
N0.HOG0000347,Tcacao,Unmethylated,59,Core: Other
N0.HOG0000347,Ptrichocarpa,Unclassified,4,Core: Other
N0.HOG0000347,Mdomestica,Unmethylated,34,Core: Other
N0.HOG0000347,Csativus,Unmethylated,15,Core: Other
N0.HOG0000347,Aipaensis,Unmethylated,51,Core: Other
N0.HOG0000347,Pvulgaris,Unmethylated,36,Core: Other
N0.HOG0000347,Mtruncatula,gbM,67,Core: Other
N0.HOG0000347,Fvesca,Unclassified,6,Core: Other
N0.HOG0000347,Egrandis,Unmethylated,53,Core: Other
N0.HOG0000347,Fvesca,Unmethylated,35,Core: Other
N0.HOG0000347,Cclementina,Unmethylated,43,Core: Other
N0.HOG0000347,Graimondii,Unclassified,11,Core: Other
N0.HOG0000347,Egrandis,Missing,33,Core: Other
N0.HOG0000347,Gmax,Unmethylated,88,Core: Other
N0.HOG0000347,Slycopersicum,Unclassified,15,Core: Other
N0.HOG0000347,Cclementina,Unclassified,7,Core: Other
N0.HOG0000347,Athaliana,gbM,12,Core: Other
N0.HOG0000347,Csativus,Unclassified,7,Core: Other
N0.HOG0000347,Alyrata,gbM,21,Core: Other
N0.HOG0000347,Athaliana,Unclassified,11,Core: Other
N0.HOG0000347,Mdomestica,Unclassified,32,Core: Other
N0.HOG0000347,Vvinifera,Unclassified,14,Core: Other
N0.HOG0000347,Ptrichocarpa,Unmethylated,135,Core: Other
N0.HOG0000347,Clanatus,Unclassified,13,Core: Other
N0.HOG0000347,Ppersica,Unclassified,17,Core: Other
N0.HOG0000347,Mesculenta,Unclassified,5,Core: Other
N0.HOG0000347,Ppersica,gbM,27,Core: Other
N0.HOG0000347,Slycopersicum,gbM,35,Core: Other
N0.HOG0000347,Boleracea,gbM,8,Core: Other
N0.HOG0000347,Egrandis,Unclassified,59,Core: Other
N0.HOG0000347,Stuberosum,gbM,26,Core: Other
N0.HOG0000347,Vvinifera,Unmethylated,27,Core: Other
N0.HOG0000347,Aipaensis,Unclassified,7,Core: Other
N0.HOG0000347,Fxananassa,gbM,21,Core: Other
N0.HOG0000347,Vvinifera,gbM,14,Core: Other
N0.HOG0000354,Alyrata,gbM,64,Core: Other
N0.HOG0000354,Fxananassa,gbM,20,Core: Other
N0.HOG0000354,Boleracea,Unclassified,61,Core: Other
N0.HOG0000354,Ljaponicus,gbM,38,Core: Other
N0.HOG0000354,Egrandis,gbM,11,Core: Other
N0.HOG0000354,Aduranensis,Unmethylated,33,Core: Other
N0.HOG0000354,Stuberosum,Unclassified,12,Core: Other
N0.HOG0000354,Alyrata,Missing,10,Core: Other
N0.HOG0000354,Crubella,Unclassified,47,Core: Other
N0.HOG0000354,Aipaensis,Unmethylated,34,Core: Other
N0.HOG0000354,Mdomestica,Unmethylated,26,Core: Other
N0.HOG0000354,Fvesca,gbM,14,Core: Other
N0.HOG0000354,Alyrata,Unmethylated,101,Core: Other
N0.HOG0000354,Alyrata,Unclassified,39,Core: Other
N0.HOG0000354,Brapa,Unclassified,9,Core: Other
N0.HOG0000354,Athaliana,teM,17,Core: Other
N0.HOG0000354,Crubella,Unmethylated,165,Core: Other
N0.HOG0000354,Pxbretschneideri,Unmethylated,14,Core: Other
N0.HOG0000354,Mtruncatula,teM,67,Core: Other
N0.HOG0000354,Brapa,Unmethylated,170,Core: Other
N0.HOG0000354,Crubella,gbM,26,Core: Other
N0.HOG0000354,Athaliana,Unclassified,33,Core: Other
N0.HOG0000354,Ljaponicus,Unclassified,31,Core: Other
N0.HOG0000354,Gmax,Unmethylated,42,Core: Other
N0.HOG0000354,Cclementina,Unclassified,8,Core: Other
N0.HOG0000354,Athaliana,Unmethylated,139,Core: Other
N0.HOG0000354,Mguttatus,gbM,50,Core: Other
N0.HOG0000354,Aipaensis,Unclassified,5,Core: Other
N0.HOG0000354,Mtruncatula,Unmethylated,49,Core: Other
N0.HOG0000354,Fvesca,Unmethylated,33,Core: Other
N0.HOG0000354,Boleracea,gbM,10,Core: Other
N0.HOG0000354,Mtruncatula,Unclassified,54,Core: Other
N0.HOG0000354,Aduranensis,Unclassified,9,Core: Other
N0.HOG0000354,Ljaponicus,Missing,25,Core: Other
N0.HOG0000354,Ljaponicus,Unmethylated,50,Core: Other
N0.HOG0000354,Alyrata,teM,27,Core: Other
N0.HOG0000354,Mtruncatula,gbM,84,Core: Other
N0.HOG0000354,Boleracea,Unmethylated,180,Core: Other
N0.HOG0000354,Esalsugineum,Unmethylated,174,Core: Other
N0.HOG0000354,Athaliana,gbM,10,Core: Other
N0.HOG0000355,Sitalica,Unmethylated,32,Core: Other
N0.HOG0000355,Phallii,Unmethylated,29,Core: Other
N0.HOG0000355,Sbicolor,Unmethylated,31,Core: Other
N0.HOG0000372,Stuberosum,Unclassified,12,Cross-Family
N0.HOG0000382,Bvulgaris,Unmethylated,15,Cross-Family
N0.HOG0000419,Athaliana,Missing,13,Cross-Family
N0.HOG0000435,Cclementina,Unclassified,7,Core: Other
N0.HOG0000438,Ptrichocarpa,Unclassified,4,Cross-Family
N0.HOG0000440,Osativa,Unclassified,13,Cross-Family
N0.HOG0000442,Egrandis,teM,37,Cross-Family
N0.HOG0000442,Brapa,gbM,2,Cross-Family
N0.HOG0000442,Brapa,Unclassified,10,Cross-Family
N0.HOG0000442,Crubella,Unclassified,12,Cross-Family
N0.HOG0000446,Brapa,Unclassified,15,Cross-Family
N0.HOG0000446,Brapa,gbM,2,Cross-Family
N0.HOG0000493,Pvulgaris,Missing,4,Cross-Family
N0.HOG0000499,Ljaponicus,Missing,31,Cross-Family
N0.HOG0000499,Sitalica,teM,94,Cross-Family
N0.HOG0000499,Zmays,teM,502,Cross-Family
N0.HOG0000499,Ljaponicus,teM,84,Cross-Family
N0.HOG0000499,Slycopersicum,teM,83,Cross-Family
N0.HOG0000499,Aduranensis,teM,153,Cross-Family
N0.HOG0000499,Gmax,teM,22,Cross-Family
N0.HOG0000499,Pvirgatum,teM,80,Cross-Family
N0.HOG0000499,Mtruncatula,Missing,138,Cross-Family
N0.HOG0000499,Zmays,Unclassified,7,Cross-Family
N0.HOG0000499,Mtruncatula,teM,78,Cross-Family
N0.HOG0000499,Brapa,teM,72,Cross-Family
N0.HOG0000499,Zmays,Missing,59,Cross-Family
N0.HOG0000500,Boleracea,gbM,8,Core: Other
N0.HOG0000500,Eguineensis,Unmethylated,16,Core: Other
N0.HOG0000501,Zmays,gbM,6,Core: Other
N0.HOG0000501,Osativa,gbM,21,Core: Other
N0.HOG0000501,Sitalica,gbM,12,Core: Other
N0.HOG0000501,Ppersica,gbM,10,Core: Other
N0.HOG0000501,Phallii,gbM,8,Core: Other
N0.HOG0000501,Sviridis,gbM,10,Core: Other
N0.HOG0000503,Gmax,Missing,17,Cross-Family
N0.HOG0000517,Phallii,gbM,8,Cross-Family
N0.HOG0000554,Cpapaya,Missing,8,Cross-Family
N0.HOG0000565,Vvinifera,Missing,33,Cross-Family
N0.HOG0000565,Egrandis,Missing,46,Cross-Family
N0.HOG0000565,Egrandis,teM,32,Cross-Family
N0.HOG0000565,Tcacao,Unclassified,13,Cross-Family
N0.HOG0000566,Vvinifera,Unclassified,7,Cross-Family
N0.HOG0000566,Vvinifera,Missing,16,Cross-Family
N0.HOG0000588,Stuberosum,gbM,17,Cross-Family
N0.HOG0000588,Slycopersicum,gbM,24,Cross-Family
N0.HOG0000628,Tcacao,Missing,41,Cross-Family
N0.HOG0000643,Gmax,teM,36,Cross-Family
N0.HOG0000648,Ppersica,teM,20,Cross-Family
N0.HOG0000650,Macuminata,teM,11,Core: Other
N0.HOG0000650,Macuminata,Missing,17,Core: Other
N0.HOG0000651,Bvulgaris,Unclassified,9,Core: Other
N0.HOG0000651,Zmays,Unclassified,6,Core: Other
N0.HOG0000651,Phallii,Unclassified,7,Core: Other
N0.HOG0000651,Bdistachyon,Unclassified,11,Core: Other
N0.HOG0000675,Brapa,teM,52,Cross-Family
N0.HOG0000675,Brapa,gbM,2,Cross-Family
N0.HOG0000680,Ptrichocarpa,teM,28,Cross-Family
N0.HOG0000681,Graimondii,teM,29,Cross-Family
N0.HOG0000683,Brapa,Missing,5,Cross-Family
N0.HOG0000683,Athaliana,teM,20,Cross-Family
N0.HOG0000683,Brapa,gbM,3,Cross-Family
N0.HOG0000683,Brapa,teM,139,Cross-Family
N0.HOG0000683,Ptrichocarpa,teM,50,Cross-Family
N0.HOG0000684,Bvulgaris,Unclassified,12,Core: Other
N0.HOG0000685,Sitalica,Unmethylated,34,Core: Other
N0.HOG0000685,Stuberosum,Unclassified,13,Core: Other
N0.HOG0000685,Fxananassa,Unclassified,13,Core: Other
N0.HOG0000685,Fvesca,Unmethylated,50,Core: Other
N0.HOG0000685,Slycopersicum,Unmethylated,12,Core: Other
N0.HOG0000685,Sbicolor,Unmethylated,34,Core: Other
N0.HOG0000685,Osativa,Unmethylated,49,Core: Other
N0.HOG0000685,Bdistachyon,Unmethylated,41,Core: Other
N0.HOG0000685,Fxananassa,Unmethylated,149,Core: Other
N0.HOG0000685,Egrandis,Unmethylated,33,Core: Other
N0.HOG0000685,Pvirgatum,gbM,13,Core: Other
N0.HOG0000685,Ppersica,Unmethylated,25,Core: Other
N0.HOG0000685,Mtruncatula,gbM,35,Core: Other
N0.HOG0000685,Stuberosum,Unmethylated,13,Core: Other
N0.HOG0000685,Sviridis,Unmethylated,37,Core: Other
N0.HOG0000685,Pvirgatum,Unmethylated,66,Core: Other
N0.HOG0000685,Mguttatus,Unclassified,6,Core: Other
N0.HOG0000715,Boleracea,Unmethylated,51,Core: Other
N0.HOG0000715,Egrandis,Missing,58,Core: Other
N0.HOG0000715,Aduranensis,Unmethylated,29,Core: Other
N0.HOG0000715,Egrandis,Unclassified,18,Core: Other
N0.HOG0000715,Stuberosum,gbM,19,Core: Other
N0.HOG0000715,Boleracea,Unclassified,35,Core: Other
N0.HOG0000715,Cclementina,teM,34,Core: Other
N0.HOG0000715,Egrandis,teM,61,Core: Other
N0.HOG0000715,Aipaensis,Unmethylated,30,Core: Other
N0.HOG0000715,Tcacao,Unmethylated,70,Core: Other
N0.HOG0000715,Graimondii,Unmethylated,41,Core: Other
N0.HOG0000715,Crubella,teM,23,Core: Other
N0.HOG0000715,Slycopersicum,Unclassified,19,Core: Other
N0.HOG0000715,Slycopersicum,gbM,25,Core: Other
N0.HOG0000715,Stuberosum,Unclassified,23,Core: Other
N0.HOG0000715,Ptrichocarpa,Unmethylated,73,Core: Other
N0.HOG0000769,Gmax,Unclassified,32,Core: Other
N0.HOG0000769,Mguttatus,teM,60,Core: Other
N0.HOG0000769,Stuberosum,Unclassified,19,Core: Other
N0.HOG0000769,Clanatus,Unclassified,10,Core: Other
N0.HOG0000769,Csativus,gbM,7,Core: Other
N0.HOG0000769,Mesculenta,Unmethylated,37,Core: Other
N0.HOG0000769,Cmelo,gbM,5,Core: Other
N0.HOG0000769,Ppersica,Unclassified,15,Core: Other
N0.HOG0000769,Pvulgaris,Unmethylated,29,Core: Other
N0.HOG0000769,Gmax,Missing,19,Core: Other
N0.HOG0000769,Slycopersicum,Unmethylated,13,Core: Other
N0.HOG0000769,Bvulgaris,Missing,15,Core: Other
N0.HOG0000769,Slycopersicum,Unclassified,18,Core: Other
N0.HOG0000769,Vvinifera,Unmethylated,33,Core: Other
N0.HOG0000769,Mtruncatula,Unclassified,38,Core: Other
N0.HOG0000769,Ljaponicus,Unclassified,10,Core: Other
N0.HOG0000769,Cpapaya,Unmethylated,10,Core: Other
N0.HOG0000769,Cmelo,Unmethylated,21,Core: Other
N0.HOG0000769,Mdomestica,Unmethylated,26,Core: Other
N0.HOG0000769,Mguttatus,Unclassified,7,Core: Other
N0.HOG0000769,Graimondii,gbM,11,Core: Other
N0.HOG0000769,Csativus,Unmethylated,20,Core: Other
N0.HOG0000769,Gmax,Unmethylated,55,Core: Other
N0.HOG0000769,Ptrichocarpa,Missing,13,Core: Other
N0.HOG0000769,Clanatus,gbM,14,Core: Other
N0.HOG0000785,Mesculenta,Missing,40,Cross-Family
N0.HOG0000785,Mesculenta,teM,20,Cross-Family
N0.HOG0000789,Cpapaya,Unclassified,7,Cross-Family
N0.HOG0000789,Cpapaya,gbM,16,Cross-Family
N0.HOG0000791,Cpapaya,Unclassified,14,Cross-Family
N0.HOG0000791,Cpapaya,gbM,23,Cross-Family
N0.HOG0000791,Bdistachyon,teM,52,Cross-Family
N0.HOG0000794,Mtruncatula,Missing,87,Cross-Family
N0.HOG0000794,Esalsugineum,teM,51,Cross-Family
N0.HOG0000794,Gmax,teM,55,Cross-Family
N0.HOG0000794,Brapa,teM,90,Cross-Family
N0.HOG0000794,Fvesca,Missing,7,Cross-Family
N0.HOG0000794,Crubella,teM,32,Cross-Family
N0.HOG0000795,Tcacao,teM,84,Cross-Family
N0.HOG0000820,Cpapaya,Unclassified,9,Cross-Family
N0.HOG0000824,Cpapaya,Unclassified,24,Cross-Family
N0.HOG0000824,Cpapaya,gbM,63,Cross-Family
N0.HOG0000852,Cpapaya,gbM,15,Cross-Family
N0.HOG0000853,Ptrichocarpa,Unclassified,5,Core: Other
N0.HOG0000856,Egrandis,gbM,10,Core: Other
N0.HOG0000856,Pxbretschneideri,gbM,6,Core: Other
N0.HOG0000904,Cclementina,Unmethylated,47,Cross-Family
N0.HOG0000971,Ptrichocarpa,gbM,5,Core: Other
N0.HOG0000974,Bvulgaris,Unmethylated,13,Cross-Family
N0.HOG0000974,Athaliana,gbM,6,Cross-Family
N0.HOG0000974,Bvulgaris,Missing,31,Cross-Family
N0.HOG0000974,Aduranensis,Unclassified,12,Cross-Family
N0.HOG0000974,Athaliana,Unclassified,16,Cross-Family
N0.HOG0000974,Pxbretschneideri,gbM,9,Cross-Family
N0.HOG0000974,Aipaensis,gbM,12,Cross-Family
N0.HOG0000974,Bvulgaris,Unclassified,9,Cross-Family
N0.HOG0000974,Crubella,gbM,13,Cross-Family
N0.HOG0000974,Aduranensis,gbM,10,Cross-Family
N0.HOG0000974,Mesculenta,Missing,74,Cross-Family
N0.HOG0000974,Cclementina,gbM,13,Cross-Family
N0.HOG0000974,Aipaensis,Unclassified,23,Cross-Family
N0.HOG0000974,Mesculenta,Unclassified,11,Cross-Family
N0.HOG0000974,Graimondii,Unclassified,14,Cross-Family
N0.HOG0000974,Graimondii,gbM,21,Cross-Family
N0.HOG0000974,Ptrichocarpa,Unclassified,8,Cross-Family
N0.HOG0000974,Mdomestica,Unclassified,14,Cross-Family
N0.HOG0000974,Gmax,Unclassified,8,Cross-Family
N0.HOG0000974,Alyrata,gbM,17,Cross-Family
N0.HOG0000975,Sbicolor,gbM,12,Cross-Family
N0.HOG0000990,Pvirgatum,teM,55,Cross-Family
N0.HOG0000990,Sitalica,gbM,13,Cross-Family
N0.HOG0000990,Sviridis,teM,40,Cross-Family
N0.HOG0000990,Brapa,gbM,2,Cross-Family
N0.HOG0000990,Bdistachyon,teM,138,Cross-Family
N0.HOG0000990,Sbicolor,Unclassified,10,Cross-Family
N0.HOG0000990,Sviridis,gbM,9,Cross-Family
N0.HOG0000990,Brapa,teM,61,Cross-Family
N0.HOG0000990,Boleracea,gbM,8,Cross-Family
N0.HOG0000990,Sviridis,Unmethylated,41,Cross-Family
N0.HOG0000990,Pvirgatum,Unclassified,32,Cross-Family
N0.HOG0000999,Sviridis,Missing,11,Cross-Family
N0.HOG0001027,Pxbretschneideri,teM,24,Cross-Family
N0.HOG0001027,Mdomestica,Missing,9,Cross-Family
N0.HOG0001027,Tcacao,gbM,15,Cross-Family
N0.HOG0001027,Tcacao,Unclassified,20,Cross-Family
